categoria,titulo,descripcion,tiempo_preparacion,tiempo_cocina,tiempo_total,porciones,ingredientes,pasos,url
Mediterranean Diet,Broiled Spanish Mackerel,"The quick, simple, and delicious fish recipe is best with fresh-caught fish if possible.",10 mins,5 mins,15 mins,6,"6 (3 ounce) fillets Spanish mackerel fillets
¼ cup olive oil
½ teaspoon paprika
salt and ground black pepper to taste
12 slices lemon","Paso 1: Preheat the oven's broiler and set the oven rack about 6 inches from the heat source. Lightly grease a baking dish.
Paso 2: Rub both sides of each mackerel fillet with olive oil and place with the skin side down into the prepared baking dish. Season each fillet with the paprika, salt, and pepper. Top each fillet with two lemon slices.
Paso 3: Bake the fillets under the broiler until the fish just begins to flake, 5 to 7 minutes. Serve immediately.",https://www.allrecipes.com/recipe/217274/broiled-spanish-mackerel/
Mediterranean Diet,Mediterranean Chicken with Eggplant,I've learned to make this dish from my grandmother who still lives on the shore of the Mediterranean.,50 mins,30 mins,1 hr 20 mins,5,"3  eggplants, peeled and cut lengthwise into 1/2 inch thick slices
3 tablespoons olive oil
6  skinless, boneless chicken breast halves - diced
1  onion, diced
2 tablespoons tomato paste
½ cup water
2 teaspoons dried oregano
salt and pepper to taste","Paso 1: Place eggplant strips in a big pot of lightly salted water and soak for 30 minutes (this will improve the taste; they will leave a brown color in the pot).
Paso 2: Remove eggplant from pot and brush lightly with olive oil. Saute or grill until lightly browned and place in a 9x13 inch baking dish. Set aside.
Paso 3: Saute diced chicken and onion in a large skillet over medium heat. Stir in tomato paste and water, cover skillet, reduce heat to low and simmer for 10 minutes.
Paso 4: Preheat oven to 400 degrees F (200 degrees C).
Paso 5: Pour chicken/tomato mixture over eggplant. Season with oregano, salt and pepper and cover with aluminum foil. Bake in the preheated oven for 20 minutes.",https://www.allrecipes.com/recipe/24797/mediterranean-chicken-with-eggplant/
Mediterranean Diet,Grilled Sweet Potato Wedges,"These grilled sweet potato wedges are excellent served with grilled pork or fish. They have a smoky, caramelized flavor you can't achieve by roasting them in the oven. These are mildly spicy, but adjust the cayenne to suit your taste.",10 mins,20 mins,30 mins,4,"2  medium sweet potatoes
¼ cup olive oil, divided
½ teaspoon smoked paprika
½ teaspoon salt
⅛ teaspoon garlic powder
⅛ teaspoon ground cinnamon
⅛ teaspoon cayenne pepper","Paso 1: Preheat an outdoor grill for medium heat and lightly oil the grate.
Paso 2: Scrub sweet potatoes thoroughly under cold running water. Cut each potato lengthwise into 8 wedges. Place wedges in a bowl and toss with 2 tablespoons of oil. Combine remaining olive oil, paprika, salt, garlic powder, cinnamon, and cayenne in a separate small bowl.
Paso 3: Place wedges on the grill perpendicular to the grates and reduce heat to low. Grill over low heat, turning occasionally, until potatoes are soft, 16 to 18 minutes. Brush wedges with oil mixture on both sides, and grill 1 to 2 minutes more, then transfer to a plate.",https://www.allrecipes.com/recipe/274391/grilled-sweet-potato-wedges/
Mediterranean Diet,Easy Pan-Fried Zucchini,"Breaded zucchini slices are pan-fried until golden, crisp, and oh-so delicious! They make a scrumptious summer side dish, or appetizer with a dip.",10 mins,10 mins,20 mins,2,"1  zucchini, cut into ¼-inch slices
1 clove garlic, peeled
1 large egg, beaten
2 tablespoons all-purpose flour
2 tablespoons dry bread crumbs, or more as needed
2 tablespoons olive oil, or more as needed","Paso 1: Rub zucchini slices with garlic; set aside.
Paso 2: Place beaten egg, flour, and bread crumbs separately into 3 small bowls.
Paso 3: Turn zucchini slices in flour, dusting off excess. Dip in egg, then press in bread crumbs to coat.
Paso 4: Heat olive oil in a large skillet over medium-high heat and pan-fry breaded zucchini in batches in hot oil until lightly browned on both sides, about 5 minutes.",https://www.allrecipes.com/recipe/265520/easy-pan-fried-zucchini/
Mediterranean Diet,Mediterranean Kale,Steamed kale is tossed in a bright and lemony dressing in this easy side dish. Delicious!,15 mins,10 mins,25 mins,6,"12 cups chopped kale
2 tablespoons lemon juice
1 tablespoon olive oil, or as needed
1 tablespoon minced garlic
1 teaspoon soy sauce
salt to taste
ground black pepper to taste","Paso 1: Place a steamer insert into a saucepan, and fill with water to just below the bottom of the steamer. Cover, and bring the water to a boil over high heat. Add the kale, recover, and steam until just tender, 7 to 10 minutes depending on thickness.
Paso 2: Whisk together the lemon juice, olive oil, garlic, soy sauce, salt, and black pepper in a large bowl. Toss steamed kale into dressing until well coated.",https://www.allrecipes.com/recipe/218989/mediterranean-kale/
Mediterranean Diet,Basic Marinara for the Instant Pot,"This marinara sauce tastes like it's been simmering all day, but you'll have a savory, rich dish on the table in under an hour.",10 mins,30 mins,45 mins,6,"2 tablespoons olive oil
1 cup diced onion
1 tablespoon minced garlic
¼ cup dry red wine
1 (28 ounce) can diced tomatoes
1 (28 ounce) can whole peeled tomatoes
1 tablespoon dried basil
1 tablespoon dried oregano
1 tablespoon dried parsley
¾ teaspoon sea salt
freshly ground black pepper to taste
1 pinch red pepper flakes
1  bay leaf","Paso 1: Turn on a multi-functional pressure cooker (such as Instant Pot) and select Saute function to heat the pot. Add olive oil and onion; cook until onion is translucent, 3 to 5 minutes. Add garlic and cook until fragrant, about 1 minute. Pour in red wine and simmer until reduced by half.
Paso 2: Pour diced tomatoes and whole tomatoes into the pot. Bring to a simmer. Stir in basil, oregano, parsley, salt, pepper, red pepper flakes, and bay leaf. Press Keep Warm. Close and lock the lid. Seal the vent. Select Manual function and set timer for 10 minutes. Allow 10 to 15 minutes for the pressure to build.
Paso 3: Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Discard bay leaf. Use an immersion blender to puree the sauce.",https://www.allrecipes.com/recipe/263334/basic-marinara-for-the-instant-pot/
Mediterranean Diet,Pan-Fried Fennel,"This is an easy way to prepare fennel bulbs. Fennel tastes great pan-fried and you don't need a lot of seasoning as fennel has so much flavor on its own, which just intensifies while sauteeing.",5 mins,20 mins,25 mins,4,"2 pounds fennel bulbs, sliced, green tops reserved
3 tablespoons olive oil, or as needed
salt to taste
1 pinch lemon pepper, or to taste","Paso 1: Chop fennel greens and set aside.
Paso 2: Heat 1 tablespoon oil in a nonstick pan over medium heat. Lay some fennel slices in a single layer in the pan; cook until nicely browned on both sides, about 5 minutes. Season with salt and lemon pepper. Remove from pan. Add another tablespoon oil and layer in the next batch of fennel slices and cook the same way. Repeat with remaining oil and fennel. Serve sprinkled with fennel greens.",https://www.allrecipes.com/recipe/264181/pan-fried-fennel/
Mediterranean Diet,Mediterranean Quinoa Salad,An easy Mediterranean quinoa salad that's lovely and light with bright lemon and fresh herb flavors. This salad is equally good warm or cold.,15 mins,15 mins,30 mins,8,"2 cups water
2 cubes chicken bouillon
1 clove garlic, smashed
1 cup uncooked quinoa
2 large cooked chicken breasts - cut into bite size pieces (Optional)
1 large red onion, diced
1 large green bell pepper, diced
½ cup chopped kalamata olives
½ cup crumbled feta cheese
¼ cup chopped fresh parsley
¼ cup chopped fresh chives
½ teaspoon salt
⅔ cup fresh lemon juice
1 tablespoon balsamic vinegar
¼ cup olive oil","Paso 1: Bring water, bouillon cubes, and garlic to a boil in a saucepan. Stir in quinoa; reduce heat to medium-low, cover, and simmer until quinoa is tender and water has been absorbed, 15 to 20 minutes. Discard garlic clove and transfer quinoa into a large bowl.
Paso 2: Add chicken, onion, bell pepper, olives, feta cheese, parsley, chives, and salt to quinoa; drizzle lemon juice, balsamic vinegar, and olive oil on top. Stir until evenly mixed. Serve warm or refrigerate and serve cold.",https://www.allrecipes.com/recipe/169583/mediterranean-quinoa-salad/
Mediterranean Diet,Greek Chicken Pasta,"This pasta dish incorporates some of the flavors of Greece. It makes a wonderfully complete and satisfying meal. For extra flavor, toss in a few kalamata olives. Use whatever pasta you have or prefer.",15 mins,15 mins,30 mins,6,"1 (16 ounce) package linguine pasta
½ cup chopped red onion
1 tablespoon olive oil
2 cloves garlic, crushed
1 pound skinless, boneless chicken breast meat - cut into bite-size pieces
1 (14 ounce) can marinated artichoke hearts, drained and chopped
1 large tomato, chopped
½ cup crumbled feta cheese
3 tablespoons chopped fresh parsley
2 tablespoons lemon juice
2 teaspoons dried oregano
salt and pepper to taste
2  lemons, wedged, for garnish","Paso 1: Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water until tender yet firm to the bit, 8 to 10 minutes; drain.
Paso 2: Heat olive oil in a large skillet over medium-high heat. Add onion and garlic; saute until fragrant, about 2 minutes. Stir in the chicken and cook, stirring occasionally, until chicken is no longer pink in the center and the juices run clear, about 5 to 6 minutes.
Paso 3: Reduce heat to medium-low; add artichoke hearts, tomato, feta cheese, parsley, lemon juice, oregano, and cooked pasta. Cook and stir until heated through, about 2 to 3 minutes. Remove from heat, season with salt and pepper, and garnish with lemon wedges.",https://www.allrecipes.com/recipe/12072/greek-chicken-pasta/
Mediterranean Diet,Mediterranean Rice Salad with Vegetables,"This colorful Mediterranean rice salad is a great summertime dish. I used fresh zucchini, carrots, and bell peppers, but you can add any vegetable you like. Replace rice with couscous, farro, or barley, if you prefer.",20 mins,23 mins,43 mins,4,"4 cups water
2 cups uncooked white rice
2 tablespoons extra-virgin olive oil, divided
1 teaspoon herb salt
1 tablespoon chopped capers
1 sprig fresh parsley, chopped
½  lemon, zested
3  zucchini, peeled and grated
2  carrots, peeled and grated
½  yellow bell pepper, cut into cubes
½  red bell pepper, cut into cubes
1  lemon, juiced
salt to taste","Paso 1: Bring water and rice to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until rice is tender and liquid has been absorbed, 18 to 20 minutes. Remove from heat and pour enough cold water on top of the cooked rice to cover it. Stir to cool. Drain well; transfer rice into a bowl. Stir in 1 tablespoon olive oil and season with herb salt.
Paso 2: Mix capers, parsley, and lemon zest in a small bowl; add to rice. Mix in zucchini, carrots, yellow bell pepper, and red bell pepper. Season with remaining 1 tablespoon olive oil, lemon juice, and salt.",https://www.allrecipes.com/recipe/260446/mediterranean-rice-salad-with-vegetables/
Mediterranean Diet,Espinacas con Garbanzos (Spinach with Garbanzo Beans),This recipe can be eaten as a side dish or as a light meal. It's great with a grilled pork chop and some crusty bread. Its origins date back to North African cultures and is one of the very popular choices of tapas in Seville's bars.,15 mins,10 mins,25 mins,4,"1 tablespoon extra-virgin olive oil
4 cloves garlic, minced
½  onion, diced
1 (10 ounce) box frozen chopped spinach, thawed and drained well
1 (12 ounce) can garbanzo beans, drained
½ teaspoon cumin
½ teaspoon salt","Paso 1: Heat the olive oil in a skillet over medium-low heat. Cook the garlic and onion in the oil until translucent, about 5 minutes. Stir in the spinach, garbanzo beans, cumin, and salt. Use your stirring spoon to lightly mash the beans as the mixture cooks. Allow to cook until thoroughly heated.",https://www.allrecipes.com/recipe/161535/espinacas-con-garbanzos-spinach-with-garbanzo-beans/
Mediterranean Diet,Penne with Shrimp,A light but tasty Italian dish!,10 mins,25 mins,35 mins,8,"1 (16 ounce) package penne pasta
2 tablespoons olive oil
¼ cup chopped red onion
1 tablespoon chopped garlic
¼ cup white wine
2 (14.5 ounce) cans diced tomatoes
1 pound shrimp, peeled and deveined
1 cup grated Parmesan cheese","Paso 1: Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.
Paso 2: Heat the oil in a skillet over medium heat. Stir in onion and garlic, and cook until onion is tender. Mix in wine and tomatoes, and continue cooking 10 minutes, stirring occasionally.
Paso 3: Mix shrimp into the skillet, and cook 5 minutes, or until opaque. Toss with pasta and top with Parmesan cheese to serve.",https://www.allrecipes.com/recipe/86775/penne-with-shrimp/
Mediterranean Diet,Baked Falafel,"An easy, yummy way to make falafel. Serve with pita bread and your favorite tzatziki.",20 mins,20 mins,55 mins,2,"¼ cup chopped onion
1 (15 ounce) can garbanzo beans, rinsed and drained
¼ cup chopped fresh parsley
3 cloves garlic, minced
1 teaspoon ground cumin
¼ teaspoon ground coriander
¼ teaspoon salt
¼ teaspoon baking soda
1 tablespoon all-purpose flour
1  egg, beaten
2 teaspoons olive oil","Paso 1: Wrap onion in cheese cloth and squeeze out as much moisture as possible. Set aside. Place garbanzo beans, parsley, garlic, cumin, coriander, salt, and baking soda in a food processor. Process until the mixture is coarsely pureed. Mix garbanzo bean mixture and onion together in a bowl. Stir in the flour and egg. Shape mixture into four large patties and let stand for 15 minutes.
Paso 2: Preheat an oven to 400 degrees F (200 degrees C).
Paso 3: Heat olive oil in a large, oven-safe skillet over medium-high heat. Place the patties in the skillet; cook until golden brown, about 3 minutes on each side.
Paso 4: Transfer skillet to the preheated oven and bake until heated through, about 10 minutes.",https://www.allrecipes.com/recipe/183947/baked-falafel/
